id,surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion
0.0,no,adult,38.7,48.0,24.0,None,None,None,None,alert,hypermotile,None,none,none,4.5,normal,None,34.0,63.0,None,3.0,no
515.0,yes,adult,38.8,60.0,20.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,decreased,None,52.0,7.0,serosanguious,6.0,no
640.0,yes,adult,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,cloudy,3.6,yes
649.0,no,adult,38.5,44.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,7.0,normal,firm,43.0,7.5,clear,8.1,no
372.0,no,adult,38.0,112.0,36.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.2,absent,distend_small,73.0,8.5,serosanguious,8.0,yes
883.0,no,adult,38.6,44.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypermotile,slight,significant,None,7.0,normal,normal,44.0,7.3,cloudy,1.6,no
256.0,yes,adult,37.8,104.0,35.0,cool,reduced,bright_red,less_3_sec,None,hypomotile,moderate,slight,more_1_liter,6.5,None,distend_small,75.0,10.2,cloudy,4.3,yes
644.0,yes,adult,38.1,84.0,66.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_small,75.0,81.0,serosanguious,2.0,yes
0.0,yes,adult,38.2,100.0,28.0,cool,None,pale_cyanotic,more_3_sec,extreme_pain,absent,None,slight,None,4.5,increased,None,59.0,6.3,None,3.0,yes
833.0,yes,adult,38.3,96.0,68.0,cool,reduced,bright_red,more_3_sec,extreme_pain,hypomotile,moderate,None,none,3.0,normal,None,52.0,7.2,serosanguious,3.9,yes
524.0,yes,adult,37.2,72.0,30.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_small,44.0,6.0,cloudy,3.6,yes
109.0,no,adult,38.1,48.0,40.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,6.5,absent,distend_small,54.0,8.1,serosanguious,4.1,yes
69.0,yes,adult,38.6,120.0,16.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,none,less_1_liter,2.0,None,distend_large,57.0,62.0,serosanguious,2.0,yes
208.0,yes,adult,38.5,80.0,44.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,normal,54.0,6.5,serosanguious,7.4,yes
910.0,yes,adult,38.5,42.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,significant,less_1_liter,4.4,absent,distend_small,26.0,6.7,clear,4.7,yes
205.0,yes,adult,38.6,40.0,32.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,41.0,6.6,serosanguious,4.5,yes
1067.0,yes,adult,38.4,120.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,normal,distend_small,50.0,7.0,cloudy,2.0,yes
48.0,yes,adult,38.4,80.0,35.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,3.5,absent,distend_small,50.0,85.0,cloudy,1.3,yes
87.0,yes,adult,39.4,48.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,none,less_1_liter,2.0,None,distend_small,49.0,74.0,serosanguious,2.0,yes
0.0,no,adult,38.5,66.0,28.0,cool,reduced,None,more_3_sec,extreme_pain,absent,severe,None,None,4.5,decreased,distend_large,45.0,8.4,None,3.0,no
807.0,yes,adult,38.0,36.0,16.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,2.0,absent,distend_large,45.0,6.9,serosanguious,2.8,yes
61.0,yes,adult,38.1,52.0,24.0,normal,normal,pale_pink,less_3_sec,severe_pain,hypomotile,none,slight,more_1_liter,7.0,normal,None,54.0,7.5,cloudy,2.6,yes
595.0,no,adult,37.8,88.0,16.0,normal,normal,pale_pink,more_3_sec,depressed,absent,moderate,none,more_1_liter,5.5,normal,distend_large,55.0,6.0,cloudy,1.0,yes
529.0,yes,adult,38.3,40.0,20.0,None,None,None,None,None,None,None,None,more_1_liter,1.0,None,distend_large,36.0,62.0,None,2.0,no
1149.0,yes,adult,37.9,80.0,16.0,normal,reduced,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_small,55.0,50.0,serosanguious,2.0,yes
176.0,yes,adult,38.3,44.0,21.0,cool,normal,bright_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,normal,distend_large,44.0,6.5,cloudy,4.4,yes
1012.0,yes,adult,37.2,48.0,48.0,cool,None,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,6.5,absent,distend_small,44.0,7.2,None,9.1,yes
0.0,yes,adult,38.2,64.0,36.0,warm,None,bright_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,4.5,None,None,42.0,7.7,None,3.0,yes
338.0,yes,adult,38.4,184.0,58.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,none,none,none,7.0,decreased,other,42.0,7.5,cloudy,1.7,yes
1206.0,yes,adult,39.1,120.0,40.0,cold,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,2.0,absent,None,68.0,64.0,serosanguious,2.0,yes
928.0,no,adult,37.1,84.0,20.0,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,significant,less_1_liter,2.0,absent,distend_large,75.0,81.0,None,1.0,yes
690.0,no,adult,37.2,88.0,12.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,significant,less_1_liter,4.0,absent,distend_small,45.0,5.5,serosanguious,4.3,yes
0.0,yes,adult,38.2,104.0,28.0,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,None,more_1_liter,4.5,absent,distend_small,69.0,8.6,cloudy,3.4,yes
151.0,yes,adult,39.1,44.0,30.0,cool,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.0,normal,None,47.0,8.6,serosanguious,4.5,yes
0.0,yes,adult,38.0,42.0,68.0,cold,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,41.0,7.6,None,3.0,yes
993.0,yes,adult,38.0,54.0,36.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,37.0,6.6,serosanguious,2.8,yes
231.0,no,adult,37.6,48.0,18.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,5.4,absent,distend_small,48.0,6.0,serosanguious,4.3,no
558.0,yes,adult,37.6,88.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,48.0,4.5,serosanguious,3.4,yes
414.0,yes,adult,38.6,72.0,20.0,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,none,none,3.0,decreased,None,40.0,7.6,serosanguious,2.6,yes
0.0,no,adult,38.0,52.0,16.0,None,None,None,None,depressed,None,None,None,more_1_liter,1.0,normal,normal,53.0,86.0,None,3.0,yes
1185.0,yes,adult,36.8,108.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2.0,absent,distend_small,66.0,7.5,serosanguious,2.6,yes
0.0,yes,adult,38.0,72.0,24.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,None,severe,none,none,4.5,None,None,68.0,7.8,None,3.0,yes
576.0,yes,young,38.0,112.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,less_1_liter,4.5,absent,distend_small,75.0,4.5,serosanguious,3.3,yes
735.0,yes,adult,37.9,50.0,16.0,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,38.0,6.6,clear,3.0,yes
487.0,yes,adult,38.0,36.0,24.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,None,None,52.0,75.0,cloudy,2.0,no
115.0,no,adult,38.3,48.0,28.0,cool,normal,bright_pink,less_3_sec,alert,hypomotile,slight,significant,none,7.2,normal,firm,47.0,5.5,cloudy,4.1,no
0.0,yes,young,38.8,124.0,36.0,cool,normal,bright_pink,less_3_sec,depressed,hypomotile,severe,none,none,4.5,absent,distend_small,50.0,7.6,serosanguious,3.0,yes
0.0,no,adult,38.0,48.0,12.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,None,none,none,4.5,decreased,other,42.0,6.3,cloudy,4.1,no
504.0,no,adult,38.2,40.0,12.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,None,distend_large,33.0,51.0,cloudy,2.0,no
0.0,no,adult,37.6,88.0,36.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,1.5,None,None,44.0,6.0,None,3.0,yes
1.0,yes,adult,37.5,88.0,12.0,cool,normal,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,none,more_1_liter,2.0,absent,distend_small,33.0,64.0,serosanguious,2.0,yes
1228.0,yes,adult,38.3,48.0,20.0,normal,normal,bright_pink,more_3_sec,depressed,absent,slight,none,less_1_liter,2.0,decreased,distend_small,41.0,65.0,clear,2.0,yes
27.0,yes,adult,38.0,92.0,28.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,2.0,None,None,46.0,5.3,serosanguious,2.0,yes
1199.0,yes,adult,37.9,86.0,40.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,3.0,decreased,distend_large,52.0,7.5,serosanguious,2.0,yes
838.0,yes,adult,38.2,84.0,40.0,cool,normal,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,absent,distend_small,46.0,81.0,cloudy,2.0,no
200.0,yes,adult,38.3,96.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,slight,slight,more_1_liter,6.5,absent,distend_small,52.0,6.5,serosanguious,4.5,yes
42.0,yes,adult,37.6,84.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,more_1_liter,1.0,absent,distend_small,55.0,8.1,serosanguious,3.9,yes
533.0,no,adult,39.5,84.0,20.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,6.5,decreased,distend_large,35.0,6.7,cloudy,1.5,yes
65.0,no,adult,37.2,48.0,24.0,normal,normal,normal_pink,less_3_sec,severe_pain,hypomotile,slight,none,more_1_liter,1.0,normal,None,42.0,75.0,clear,1.0,no
196.0,yes,adult,38.2,48.0,16.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,significant,more_1_liter,2.0,absent,distend_large,72.0,64.0,serosanguious,2.0,yes
1128.0,yes,adult,39.2,100.0,50.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,none,3.0,absent,distend_small,60.0,8.1,cloudy,3.6,yes
39.0,yes,adult,38.1,140.0,68.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,none,slight,none,2.0,absent,distend_large,39.0,64.0,None,2.0,yes
122.0,yes,adult,38.1,92.0,36.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.5,decreased,distend_large,38.0,75.0,cloudy,1.0,no
0.0,yes,adult,39.4,120.0,48.0,None,None,bright_red,less_3_sec,None,hypomotile,moderate,none,None,4.5,absent,None,56.0,64.0,clear,2.0,no
0.0,yes,adult,38.2,72.0,28.0,None,None,None,None,None,None,None,None,None,4.5,None,None,48.0,7.5,None,3.0,no
217.0,yes,adult,36.0,96.0,30.0,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,6.5,decreased,distend_large,52.0,7.5,serosanguious,2.6,yes
0.0,no,adult,37.9,88.0,24.0,normal,normal,bright_pink,less_3_sec,depressed,normal,none,None,None,4.5,absent,normal,37.0,56.0,None,3.0,no
750.0,yes,young,38.8,84.0,40.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,increased,normal,47.0,8.0,cloudy,3.9,yes
1095.0,yes,adult,38.0,96.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,69.0,8.1,serosanguious,4.5,yes
646.0,yes,adult,39.0,88.0,24.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5.3,decreased,distend_small,64.0,6.7,serosanguious,2.6,yes
1094.0,yes,adult,38.2,104.0,36.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,2.0,decreased,distend_large,37.0,6.5,serosanguious,2.0,yes
0.0,no,adult,37.5,44.0,20.0,normal,normal,pale_pink,less_3_sec,None,hypermotile,none,None,None,4.5,normal,None,35.0,7.2,None,3.0,no
0.0,yes,adult,38.4,104.0,40.0,normal,normal,pale_pink,less_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,None,distend_small,55.0,8.5,None,3.0,yes
353.0,yes,adult,38.1,66.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,slight,none,none,3.0,decreased,distend_small,50.0,7.0,cloudy,3.6,yes
0.0,no,adult,38.2,72.0,28.0,cool,absent,dark_cyanotic,None,severe_pain,None,severe,None,None,4.5,None,None,48.0,7.5,None,3.0,yes
219.0,yes,adult,38.1,136.0,48.0,cool,None,pale_pink,less_3_sec,extreme_pain,absent,slight,slight,none,4.5,decreased,distend_small,45.0,7.0,serosanguious,2.0,yes
943.0,yes,adult,38.0,44.0,9.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,absent,distend_small,35.0,6.7,None,3.6,yes
909.0,yes,adult,38.0,104.0,30.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,1.0,None,distend_small,66.0,60.0,serosanguious,1.0,yes
613.0,yes,adult,38.4,60.0,51.0,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,significant,none,2.0,absent,distend_small,45.0,6.5,serosanguious,4.1,yes
192.0,no,adult,38.2,42.0,14.0,cool,normal,normal_pink,less_3_sec,mild_pain,normal,slight,slight,more_1_liter,7.0,absent,distend_small,33.0,6.6,cloudy,4.1,yes
654.0,yes,adult,37.7,72.0,28.0,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,7.0,absent,distend_large,36.0,5.0,serosanguious,3.9,yes
0.0,yes,adult,38.1,52.0,24.0,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,none,slight,more_1_liter,7.0,normal,None,54.0,7.5,cloudy,2.6,yes
984.0,yes,adult,37.8,88.0,28.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.5,absent,distend_small,40.0,5.9,serosanguious,4.6,yes
288.0,no,adult,36.4,108.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,7.0,decreased,normal,47.0,8.2,serosanguious,6.0,yes
451.0,yes,adult,37.5,60.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,4.0,decreased,distend_small,45.0,6.6,cloudy,4.5,yes
358.0,yes,adult,37.5,48.0,12.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,slight,more_1_liter,5.5,normal,distend_large,38.0,7.2,cloudy,2.6,no
543.0,yes,adult,37.4,75.0,36.0,None,None,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.5,serosanguious,3.2,yes
0.0,yes,adult,38.1,52.0,24.0,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,none,slight,more_1_liter,7.0,normal,None,54.0,7.5,cloudy,2.6,yes
433.0,no,adult,38.2,129.0,48.0,cool,None,pale_pink,less_3_sec,mild_pain,hypomotile,None,slight,more_1_liter,2.0,None,None,57.0,66.0,None,2.0,yes
0.0,yes,adult,37.8,40.0,12.0,normal,normal,normal_pink,less_3_sec,alert,normal,none,slight,none,4.5,normal,other,38.0,7.0,None,3.0,yes
0.0,yes,adult,38.0,66.0,20.0,normal,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,none,none,none,4.5,decreased,None,46.0,46.0,serosanguious,2.0,yes
0.0,no,adult,37.9,40.0,24.0,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,none,None,None,4.5,None,firm,40.0,5.7,None,3.0,yes
829.0,yes,adult,38.4,56.0,40.0,normal,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,7.0,None,None,47.0,7.5,clear,2.0,no
0.0,yes,adult,37.7,66.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,None,4.5,absent,distend_small,31.5,6.2,cloudy,1.6,yes
1058.0,no,adult,37.6,60.0,20.0,cool,reduced,bright_red,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,decreased,None,73.0,11.0,cloudy,3.4,no
635.0,yes,adult,38.0,36.0,16.0,cool,normal,normal_pink,less_3_sec,severe_pain,normal,slight,significant,more_1_liter,2.0,decreased,None,37.0,75.0,cloudy,1.0,no
0.0,yes,adult,39.3,64.0,90.0,warm,reduced,normal_pink,less_3_sec,None,hypomotile,none,none,less_1_liter,4.5,None,None,39.0,6.7,None,3.0,yes
0.0,no,young,39.0,150.0,72.0,None,None,None,None,None,None,None,None,None,4.5,None,None,47.0,8.5,None,0.1,yes
393.0,no,adult,40.3,114.0,36.0,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,normal,distend_large,57.0,7.4,serosanguious,4.5,yes
0.0,yes,adult,38.7,60.0,32.0,cold,reduced,bright_pink,more_3_sec,severe_pain,absent,severe,None,None,4.5,absent,distend_large,53.0,64.0,serosanguious,2.0,yes
0.0,no,adult,38.6,52.0,28.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,4.5,normal,firm,32.0,6.6,clear,5.0,no
269.0,yes,adult,38.4,88.0,40.0,normal,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_large,44.0,6.1,serosanguious,3.9,no
728.0,yes,adult,38.5,66.0,21.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,none,none,none,3.5,decreased,distend_small,44.0,7.6,cloudy,4.3,yes
1184.0,yes,adult,37.1,84.0,40.0,cool,normal,dark_cyanotic,less_3_sec,depressed,absent,severe,significant,less_1_liter,2.0,absent,distend_large,75.0,81.0,clear,2.0,no
1176.0,yes,adult,38.0,136.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,slight,none,3.0,absent,distend_small,43.0,7.5,cloudy,3.6,yes
184.0,no,adult,38.8,52.0,20.0,warm,increased,normal_pink,less_3_sec,alert,normal,slight,significant,None,7.0,normal,None,33.0,6.5,cloudy,5.3,no
169.0,yes,adult,39.3,92.0,35.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,2.0,absent,distend_small,55.0,75.0,serosanguious,2.0,yes
591.0,yes,adult,38.9,64.0,21.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,none,3.0,normal,None,43.0,7.0,cloudy,3.6,yes
648.0,yes,young,38.0,128.0,48.0,cool,reduced,pale_cyanotic,less_3_sec,None,hypomotile,moderate,significant,more_1_liter,4.2,None,None,35.0,7.2,serosanguious,4.5,yes
736.0,yes,adult,38.1,66.0,16.0,cool,normal,bright_red,less_3_sec,depressed,hypomotile,none,slight,none,3.0,absent,distend_small,50.0,6.7,None,3.6,yes
585.0,yes,adult,38.5,86.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,4.4,absent,distend_large,45.0,6.5,serosanguious,2.8,yes
996.0,yes,adult,39.3,88.0,20.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,None,more_1_liter,2.0,None,distend_small,57.0,85.0,cloudy,2.0,yes
551.0,yes,adult,38.5,129.0,48.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,moderate,slight,none,4.5,None,None,48.0,7.4,cloudy,2.6,yes
435.0,no,adult,39.2,104.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,2.0,None,None,66.0,8.2,serosanguious,2.0,no
418.0,yes,adult,37.1,48.0,12.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.0,decreased,distend_small,42.0,6.3,serosanguious,3.9,yes
155.0,no,adult,38.0,60.0,40.0,cool,normal,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,7.5,None,None,46.0,7.5,serosanguious,3.6,no
0.0,no,adult,38.2,56.0,68.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,4.5,normal,None,40.0,6.0,None,3.0,yes
0.0,yes,young,39.7,100.0,28.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,None,None,None,4.5,None,None,48.0,57.0,cloudy,2.0,yes
145.0,no,adult,38.0,86.0,28.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,none,slight,more_1_liter,5.0,normal,None,48.0,7.6,cloudy,2.6,no
96.0,yes,adult,39.3,96.0,28.0,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,None,more_1_liter,2.0,absent,distend_small,65.0,13.0,serosanguious,3.9,yes
0.0,yes,adult,38.2,68.0,14.0,None,None,pale_cyanotic,less_3_sec,severe_pain,None,None,None,none,4.3,None,None,48.0,7.5,cloudy,2.8,yes
1042.0,yes,adult,37.8,44.0,21.0,cool,normal,pale_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,2.0,absent,distend_small,50.0,55.0,serosanguious,2.0,yes
776.0,yes,adult,37.1,60.0,12.0,cool,normal,pale_pink,less_3_sec,None,absent,moderate,significant,less_1_liter,2.0,None,None,51.0,65.0,serosanguious,2.0,yes
759.0,yes,adult,37.1,72.0,44.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,3.0,absent,distend_small,43.0,4.5,serosanguious,3.6,yes
296.0,no,adult,37.5,64.0,12.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,none,less_1_liter,4.5,normal,firm,43.0,6.6,cloudy,4.3,no
0.0,no,adult,38.5,60.0,28.0,warm,increased,normal_pink,less_3_sec,alert,normal,slight,slight,none,4.5,normal,normal,44.0,7.7,None,3.0,no
573.0,yes,adult,38.1,70.0,32.0,cool,reduced,bright_red,less_3_sec,alert,hypomotile,none,slight,none,3.0,normal,distend_small,32.0,6.0,cloudy,3.9,yes
846.0,yes,adult,37.4,96.0,28.0,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,None,none,4.5,absent,distend_large,60.0,6.5,serosanguious,3.6,yes
1140.0,no,adult,37.1,88.0,24.0,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,4.4,absent,distend_large,60.0,7.5,serosanguious,2.6,yes
0.0,no,adult,38.2,56.0,40.0,cold,reduced,normal_pink,less_3_sec,depressed,absent,moderate,slight,less_1_liter,7.5,None,None,47.0,7.2,clear,2.5,no
0.0,no,adult,38.3,112.0,16.0,None,reduced,bright_red,more_3_sec,None,None,none,none,less_1_liter,4.5,None,distend_large,51.0,6.0,cloudy,1.0,no
363.0,yes,adult,38.1,84.0,20.0,None,None,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,5.0,decreased,distend_small,49.0,9.1,cloudy,4.3,yes
1085.0,yes,adult,38.5,60.0,20.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2.0,absent,distend_large,50.0,81.0,cloudy,2.0,yes
814.0,yes,adult,39.3,120.0,90.0,cold,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,none,3.5,decreased,distend_large,69.0,6.0,serosanguious,5.3,yes
678.0,yes,adult,40.3,60.0,30.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,less_1_liter,4.5,None,normal,46.0,7.2,serosanguious,2.6,yes
439.0,no,adult,37.8,80.0,44.0,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,none,slight,none,3.0,decreased,normal,47.0,6.4,serosanguious,5.2,yes
0.0,yes,adult,38.2,48.0,18.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,less_1_liter,4.5,absent,None,48.0,74.0,clear,2.0,yes
620.0,yes,adult,38.3,72.0,60.0,cold,reduced,dark_cyanotic,more_3_sec,mild_pain,absent,moderate,none,none,2.0,absent,distend_large,53.0,53.0,serosanguious,2.0,yes
157.0,yes,adult,37.7,40.0,36.0,cool,normal,None,less_3_sec,depressed,normal,none,slight,less_1_liter,6.2,normal,normal,39.0,7.5,cloudy,2.6,yes
376.0,yes,adult,37.3,60.0,24.0,normal,None,pale_cyanotic,more_3_sec,None,absent,severe,slight,none,2.0,None,distend_large,52.0,75.0,cloudy,2.0,yes
461.0,yes,adult,37.3,48.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,decreased,distend_large,44.0,6.0,None,3.6,yes
1086.0,yes,adult,38.5,86.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,4.4,decreased,distend_large,45.0,7.5,cloudy,3.9,yes
429.0,yes,young,39.4,120.0,48.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,7.0,None,None,43.0,7.4,serosanguious,2.1,yes
113.0,yes,adult,38.4,40.0,16.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,slight,more_1_liter,2.0,absent,distend_large,52.0,77.0,serosanguious,2.0,yes
526.0,no,adult,36.1,114.0,48.0,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,5.0,None,distend_large,57.0,7.4,serosanguious,4.5,yes
317.0,no,adult,38.1,60.0,20.0,normal,None,normal_pink,less_3_sec,mild_pain,hypomotile,slight,None,less_1_liter,1.0,None,distend_small,65.0,81.0,clear,2.0,yes
0.0,yes,adult,38.4,44.0,24.0,cool,None,pale_cyanotic,None,extreme_pain,absent,moderate,slight,none,4.5,absent,distend_large,50.0,77.0,None,3.0,yes
118.0,yes,adult,38.0,48.0,16.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,6.5,decreased,firm,42.0,7.0,clear,2.6,yes
1162.0,no,adult,38.1,112.0,12.0,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,slight,none,4.5,absent,distend_small,54.0,7.6,cloudy,3.9,yes
